"playerId","shirtNumber","position",positionAcronym,"fullName","dateOfBirth","teamId","team","height","weight","goals","penalty","yellowCards","redCards"
"THH-5","5","Tiền vệ",MF,"Nguyễn Minh Tùng","09-08-1992","THH","Đông Á Thanh Hóa","183","76","0","0","0","0"
"THH-7","7","Tiền vệ",MF,"Nguyễn Hữu Dũng","28-08-1995","THH","Đông Á Thanh Hóa","170","60","0","0","0","0"
"THH-8","8","Tiền vệ",MF,"Jose Paulo De Oliveira Pinto","26-03-1994","THH","Đông Á Thanh Hóa","188","91","0","0","0","0"
"THH-9","9","Tiền vệ",MF,"Lê Xuân Hùng","14-11-1991","THH","Đông Á Thanh Hóa","168","62","0","0","0","0"
"THH-10","10","Tiền vệ",MF,"Lê Văn Thắng","08-02-1990","THH","Đông Á Thanh Hóa","177","69","1","0","0","0"
"THH-11","11","Tiền vệ",MF,"Lê Phạm Thành Long","05-06-1996","THH","Đông Á Thanh Hóa","165","64","0","0","0","0"
"THH-12","12","Tiền vệ",MF,"Nguyễn Thái Sơn","13-07-2003","THH","Đông Á Thanh Hóa","171","61","0","0","0","0"
"THH-15","15","Hậu vệ",DF,"Trịnh Văn Lợi","26-05-1995","THH","Đông Á Thanh Hóa","180","70","0","0","0","0"
"THH-16","16","Tiền vệ",MF,"Đinh Tiến Thành","24-01-1991","THH","Đông Á Thanh Hóa","185","71","0","0","0","0"
"THH-17","17","Hậu vệ",DF,"Trịnh Đình Hùng","03-09-1995","THH","Đông Á Thanh Hóa","175","69","0","0","0","0"
"THH-18","18","Tiền vệ",MF,"Nguyễn Văn Tiếp","21-11-2003","THH","Đông Á Thanh Hóa","174","64","0","0","0","0"
"THH-19","19","Tiền vệ",MF,"Lê Quốc Phương","19-05-1991","THH","Đông Á Thanh Hóa","165","59","0","0","0","0"
"THH-20","20","Tiền vệ",MF,"Nguyễn Trọng Hùng","03-10-1997","THH","Đông Á Thanh Hóa","171","66","0","0","0","0"
"THH-21","21","Hậu vệ",DF,"Nguyễn Đình Huyên","12-08-2001","THH","Đông Á Thanh Hóa","178","70","0","0","0","0"
"THH-23","23","Thủ môn",GK,"Trịnh Xuân Hoàng","06-11-2000","THH","Đông Á Thanh Hóa","184","79","0","0","0","0"
"THH-25","25","Thủ môn",GK,"Nguyễn Thanh Diệp","06-09-1991","THH","Đông Á Thanh Hóa","180","73","0","0","0","0"
"THH-26","26","Thủ môn",GK,"Trần Bữu Ngọc","26-02-1991","THH","Đông Á Thanh Hóa","190","94","0","0","0","0"
"THH-30","30","Tiền vệ",MF,"Đỗ Văn Đạt","09-01-2000","THH","Đông Á Thanh Hóa","171","68","0","0","0","0"
"THH-31","31","Tiền đạo",ST,"Lê Văn Cường","17-06-2003","THH","Đông Á Thanh Hóa","178","69","0","0","0","0"
"THH-32","32","Tiền vệ",MF,"Lê Ngọc Nam","26-02-1993","THH","Đông Á Thanh Hóa","166","65","0","0","0","0"
"THH-34","34","Hậu vệ",DF,"Doãn Ngọc Tân","15-08-1994","THH","Đông Á Thanh Hóa","169","58","0","0","1","0"
"THH-42","42","Hậu vệ",DF,"Victor Kamhuka","02-04-1990","THH","Đông Á Thanh Hóa","192","90","0","0","1","0"
"THH-89","89","Tiền vệ",MF,"Lục Xuân Hưng","15-04-1995","THH","Đông Á Thanh Hóa","180","75","0","0","0","0"
"THH-93","93","Tiền đạo",ST,"Paulo Henrique Ribeiro Silva","02-07-1993","THH","Đông Á Thanh Hóa","183","88","0","0","0","0"
"THH-98","98","Tiền vệ",MF,"Nguyễn Hữu Lâm","16-08-1998","THH","Đông Á Thanh Hóa","185","81","0","0","0","0"
"HAN-1","1","Thủ môn",GK,"Bùi Tấn Trường","19-02-1986","HAN","Hà Nội","188","88","0","0","0","0"
"HAN-5","5","Hậu vệ",DF,"Đoàn Văn Hậu","19-04-1999","HAN","Hà Nội","186","82","0","0","0","0"
"HAN-6","6","Tiền vệ",MF,"Vũ Minh Tuấn","19-09-1990","HAN","Hà Nội","174","66","0","0","0","0"
"HAN-8","8","Tiền vệ",MF,"Đậu Văn Toàn","07-04-1997","HAN","Hà Nội","170","69","0","0","0","0"
"HAN-9","9","Tiền đạo",ST,"Phạm Tuấn Hải","19-05-1998","HAN","Hà Nội","172","68","0","0","0","0"
"HAN-10","10","Tiền đạo",ST,"Nguyễn Văn Quyết","01-07-1991","HAN","Hà Nội","172","65","0","0","0","0"
"HAN-11","11","Tiền vệ",MF,"Phạm Thành Lương","10-09-1988","HAN","Hà Nội","166","62","0","0","0","0"
"HAN-13","13","Hậu vệ",DF,"Trần Văn Kiên","13-05-1996","HAN","Hà Nội","168","64","0","0","0","0"
"HAN-14","14","Tiền vệ",MF,"Nguyễn Hai Long","27-08-2000","HAN","Hà Nội","168","63","0","0","0","0"
"HAN-15","15","Tiền vệ",MF,"Phạm Đức Huy","20-01-1995","HAN","Hà Nội","172","69","0","0","0","0"
"HAN-16","16","Hậu vệ",DF,"Nguyễn Thành Chung","29-03-1997","HAN","Hà Nội","180","70","0","0","0","0"
"HAN-17","17","Hậu vệ",DF,"Đặng Văn Tới","12-01-1999","HAN","Hà Nội","178","73","0","0","0","0"
"HAN-18","18","Thủ môn",GK,"Nguyễn Văn Công","01-08-1992","HAN","Hà Nội","182","84","0","0","0","0"
"HAN-19","19","Tiền vệ",MF,"Nguyễn Quang Hải","12-04-1997","HAN","Hà Nội","168","65","0","0","0","0"
"HAN-20","20","Hậu vệ",DF,"Bùi Hoàng Việt Anh","01-01-1999","HAN","Hà Nội","186","77","0","0","0","0"
"HAN-22","22","Tiền đạo",ST,"Josip Ivancic","29-03-1993","HAN","Hà Nội","192","88","0","0","0","0"
"HAN-25","25","Tiền đạo",ST,"Lê Xuân Tú","06-09-1999","HAN","Hà Nội","180","70","0","0","0","0"
"HAN-26","26","Tiền vệ",MF,"Nguyễn Tuấn Anh","07-07-1999","HAN","Hà Nội","168","63","0","0","0","0"
"HAN-27","27","Hậu vệ",DF,"Vũ Tiến Long","04-04-2002","HAN","Hà Nội","174","72","0","0","0","0"
"HAN-28","28","Hậu vệ",DF,"Đỗ Duy Mạnh","29-09-1996","HAN","Hà Nội","180","70","0","0","0","0"
"HAN-29","29","Tiền vệ",MF,"Ngô Đức Hoàng","16-09-2002","HAN","Hà Nội","178","74","0","0","0","0"
"HAN-31","31","Thủ môn",GK,"Nguyễn Bá Minh Hiếu","23-05-1997","HAN","Hà Nội","184","80","0","0","0","0"
"HAN-32","32","Tiền vệ",MF,"Zec Đuro","06-03-1990","HAN","Hà Nội","178","75","0","0","0","0"
"HAN-37","37","Thủ môn",GK,"Quan Văn Chuẩn","07-01-2001","HAN","Hà Nội","181","71","0","0","0","0"
"HAN-45","45","Hậu vệ",DF,"Lê Văn Xuân","27-02-1999","HAN","Hà Nội","168","69","0","0","0","0"
"HAN-52","52","Hậu vệ",DF,"Nguyễn Văn Vĩ","12-02-1998","HAN","Hà Nội","169","65","0","0","0","0"
"HAN-65","65","Tiền vệ",MF,"Trần Văn Đạt","26-12-2000","HAN","Hà Nội","175","68","0","0","0","0"
"HAN-66","66","Hậu vệ",DF,"Nguyễn Văn Dũng","14-04-1994","HAN","Hà Nội","180","75","0","0","0","0"
"HAN-74","74","Tiền vệ",MF,"Trương Văn Thái Quý","22-08-1997","HAN","Hà Nội","168","64","0","0","0","0"
"HAN-88","88","Tiền vệ",MF,"Đỗ Hùng Dũng","08-09-1993","HAN","Hà Nội","170","66","0","0","0","0"
"HAN-89","89","Tiền đạo",ST,"Nguyễn Văn Tùng","02-06-2001","HAN","Hà Nội","180","65","0","0","0","0"
"HAN-99","99","Tiền vệ",MF,"Siladi Vladimir",,"HAN","Hà Nội","180","79","0","0","0","0"
"HAP-1","1","Thủ môn",GK,"Nguyễn Đình Triệu","04-11-1991","HAP","Hải Phòng","178","75","0","0","0","0"
"HAP-2","2","Hậu vệ",DF,"Nguyễn Anh Hùng","14-08-1992","HAP","Hải Phòng","166","66","0","0","0","0"
"HAP-3","3","Hậu vệ",DF,"Nguyễn Trọng Hiếu","17-01-2001","HAP","Hải Phòng","178","75","0","0","0","0"
"HAP-4","4","Hậu vệ",DF,"Nguyễn Cảnh Anh","12-01-2000","HAP","Hải Phòng","180","70","0","0","0","0"
"HAP-5","5","Trung vệ",CB,"Đào Duy Khánh","30-01-1994","HAP","Hải Phòng","180","76","0","0","0","0"
"HAP-6","6","Tiền vệ",MF,"Martin Lo","03-09-1997","HAP","Hải Phòng","165","65","0","0","0","0"
"HAP-7","7","Tiền đạo",ST,"Mpande Joseph Mbolimbo","23-03-1994","HAP","Hải Phòng","185","88","1","0","0","0"
"HAP-8","8","Tiền vệ",MF,"Moses Oloya","22-10-1992","HAP","Hải Phòng","182","82","0","0","0","0"
"HAP-9","9","Tiền đạo",ST,"Rimario Allando Gordon","06-07-1994","HAP","Hải Phòng","177","86","2","0","1","0"
"HAP-10","10","Tiền vệ",MF,"Châu Ngọc Quang","01-02-1996","HAP","Hải Phòng","170","60","0","0","1","0"
"HAP-11","11","Hậu vệ",DF,"Lê Trung Hiếu","16-02-1994","HAP","Hải Phòng","169","65","0","0","0","0"
"HAP-12","12","Hậu vệ",DF,"Trịnh Hoa Hùng","07-11-1991","HAP","Hải Phòng","173","68","0","0","0","0"
"HAP-14","14","Tiền vệ",MF,"Nguyễn Hải Huy","18-06-1991","HAP","Hải Phòng","172","67","0","0","0","0"
"HAP-16","16","Hậu vệ",DF,"Bùi Tiến Dụng","23-11-1998","HAP","Hải Phòng","175","73","0","0","0","0"
"HAP-17","17","Hậu vệ",DF,"Phạm Trung Hiếu","02-09-1998","HAP","Hải Phòng","169","63","0","0","1","0"
"HAP-18","18","Tiền đạo",ST,"Vũ Minh Hiếu","10-02-2002","HAP","Hải Phòng","181","80","0","0","0","0"
"HAP-19","19","Tiền vệ",MF,"Lê Mạnh Dũng","10-02-1994","HAP","Hải Phòng","172","70","0","0","0","0"
"HAP-20","20","Hậu vệ",DF,"Vũ Ngọc Thịnh","08-07-1992","HAP","Hải Phòng","180","75","0","0","0","0"
"HAP-21","21","Hậu vệ",DF,"Nguyễn Hữu Phúc","20-12-1992","HAP","Hải Phòng","175","71","0","0","0","0"
"HAP-22","22","Tiền vệ",MF,"Nguyễn Phú Nguyên","29-10-1995","HAP","Hải Phòng","170","68","0","0","0","0"
"HAP-23","23","Tiền vệ",MF,"Nguyễn Kiên Quyết","14-11-1996","HAP","Hải Phòng","168","61","0","0","0","0"
"HAP-25","25","Thủ môn",GK,"Phạm Văn Luân","12-07-1994","HAP","Hải Phòng","177","73","0","0","0","0"
"HAP-26","26","Thủ môn",GK,"Nguyễn Văn Toản","26-11-1999","HAP","Hải Phòng","187","84","0","0","0","0"
"HAP-28","28","Hậu vệ",DF,"Hoàng Thái Bình","22-01-1998","HAP","Hải Phòng","173","64","0","0","1","0"
"HAP-29","29","Tiền vệ",MF,"Nguyễn Văn Minh","08-02-1999","HAP","Hải Phòng","165","60","0","0","0","0"
"HAP-39","39","Tiền vệ",MF,"Lê Sỹ Minh","23-03-1993","HAP","Hải Phòng","170","65","0","0","0","0"
"HAP-45","45","Tiền vệ",MF,"Nguyễn Thành Đồng","06-02-1995","HAP","Hải Phòng","170","66","0","0","0","0"
"HAP-86","86","Hậu vệ",DF,"Dụng Quang Nho","01-01-2000","HAP","Hải Phòng","171","66","0","0","0","0"
"HAP-91","91","Hậu vệ",DF,"Phạm Hoài Dương","19-06-1994","HAP","Hải Phòng","180","70","0","0","0","0"
"HAP-97","97","Tiền vệ",MF,"Triệu Việt Hưng","19-01-1997","HAP","Hải Phòng","170","65","1","0","0","0"
"GLA-1","1","Thủ môn",GK,"Dương Văn Lợi","02-12-2004","GLA","Hoàng Anh Gia Lai","177","74","0","0","0","0"
"GLA-2","2","Hậu vệ",DF,"Lê Văn Sơn","20-12-1996","GLA","Hoàng Anh Gia Lai","169","62","0","0","0","0"
"GLA-3","3","Hậu vệ",DF,"Kim Dongsu","21-03-1995","GLA","Hoàng Anh Gia Lai","188","84","0","0","1","0"
"GLA-5","5","Hậu vệ",DF,"Trần Hữu Đông Triều","20-08-1995","GLA","Hoàng Anh Gia Lai","174","72","0","0","0","0"
"GLA-6","6","Tiền vệ",MF,"Lương Xuân Trường","28-04-1995","GLA","Hoàng Anh Gia Lai","178","72","0","0","0","0"
"GLA-7","7","Hậu vệ",DF,"Nguyễn Phong Hồng Duy","13-06-1996","GLA","Hoàng Anh Gia Lai","169","68","0","0","1","0"
"GLA-8","8","Tiền vệ",MF,"Trần Minh Vương","28-03-1995","GLA","Hoàng Anh Gia Lai","167","67","0","0","0","0"
"GLA-9","9","Tiền đạo",ST,"Nguyễn Văn Toàn","12-04-1996","GLA","Hoàng Anh Gia Lai","170","62","0","0","1","0"
"GLA-10","10","Tiền đạo",ST,"Nguyễn Công Phượng","21-01-1995","GLA","Hoàng Anh Gia Lai","168","65","0","0","0","0"
"GLA-11","11","Tiền vệ",MF,"Nguyễn Tuấn Anh","16-05-1995","GLA","Hoàng Anh Gia Lai","175","68","0","0","0","0"
"GLA-12","12","Hậu vệ",DF,"Tiêu Ê Xal","14-08-2000","GLA","Hoàng Anh Gia Lai","180","74","0","0","0","0"
"GLA-15","15","Hậu vệ",DF,"Nguyễn Hữu Tuấn","06-05-1992","GLA","Hoàng Anh Gia Lai","178","68","0","0","0","0"
"GLA-17","17","Hậu vệ",DF,"Vũ Văn Thanh","14-04-1996","GLA","Hoàng Anh Gia Lai","172","72","0","0","1","0"
"GLA-20","20","Tiền đạo",ST,"Trần Bảo Toàn","14-07-2000","GLA","Hoàng Anh Gia Lai","169","63","0","0","0","0"
"GLA-21","21","Tiền vệ",MF,"Lê Huy Kiệt","20-10-2003","GLA","Hoàng Anh Gia Lai","168","65","0","0","0","0"
"GLA-22","22","Tiền đạo",ST,"Nguyễn Nhĩ Khang","16-02-2001","GLA","Hoàng Anh Gia Lai","169","63","0","0","0","0"
"GLA-23","23","Hậu vệ",DF,"Nguyễn Thanh Nhân","25-10-2000","GLA","Hoàng Anh Gia Lai","168","65","0","0","0","0"
"GLA-24","24","Tiền vệ",MF,"Nguyễn Đức Việt","01-01-2004","GLA","Hoàng Anh Gia Lai","174","70","0","0","1","0"
"GLA-26","26","Thủ môn",GK,"Huỳnh Tuấn Linh","12-04-1991","GLA","Hoàng Anh Gia Lai","180","80","0","0","0","0"
"GLA-27","27","Hậu vệ",DF,"Nguyễn Văn Triệu","12-04-2004","GLA","Hoàng Anh Gia Lai","188","73","0","0","0","0"
"GLA-28","28","Hậu vệ",DF,"Nguyễn Văn Việt","17-01-1989","GLA","Hoàng Anh Gia Lai","177","75","0","0","0","0"
"GLA-30","30","Tiền đạo",ST,"Washington Brandão Dos Santos","18-08-1990","GLA","Hoàng Anh Gia Lai","184","85","0","0","0","0"
"GLA-34","34","Tiền vệ",MF,"Lê Hữu Phước","07-05-2001","GLA","Hoàng Anh Gia Lai","175","61","0","0","0","0"
"GLA-47","47","Tiền đạo",ST,"Cao Hoàng Tú","06-09-2001","GLA","Hoàng Anh Gia Lai","169","66","0","0","0","0"
"GLA-60","60","Tiền vệ",MF,"Võ Đình Lâm","10-01-2000","GLA","Hoàng Anh Gia Lai","179","68","0","0","0","0"
"GLA-66","66","Hậu vệ",DF,"Lê Đức Lương","18-08-1994","GLA","Hoàng Anh Gia Lai","171","71","0","0","0","0"
"GLA-77","77","Tiền đạo",ST,"Huỳnh Tiến Đạt","26-01-2000","GLA","Hoàng Anh Gia Lai","167","59","0","0","0","0"
"GLA-82","82","Trung vệ",CB,"A Hoàng","31-07-1995","GLA","Hoàng Anh Gia Lai","174","67","0","0","0","0"
"GLA-94","94","Hậu vệ",DF,"Barbosa Teixeira Mauricio","08-12-1994","GLA","Hoàng Anh Gia Lai","198","94","0","0","1","0"
"GLA-95","95","Tiền đạo",ST,"Jefferson Silva dos Santos","10-05-1995","GLA","Hoàng Anh Gia Lai","195","98","0","0","0","0"
"GLA-99","99","Thủ môn",GK,"Lê Văn Trường","25-12-1995","GLA","Hoàng Anh Gia Lai","180","78","0","0","0","0"
"HAT-2","2","Hậu vệ",DF,"Hoàng Ngọc Hào","25-09-1994","HAT","Hồng Lĩnh Hà Tĩnh","168","63","0","0","0","0"
"HAT-3","3","Tiền đạo",ST,"Trần Đức Nam","12-11-1998","HAT","Hồng Lĩnh Hà Tĩnh","178","65","0","0","0","0"
"HAT-4","4","Hậu vệ",DF,"Janclesio Almeida Santos","22-04-1993","HAT","Hồng Lĩnh Hà Tĩnh","196","94","0","0","1","0"
"HAT-6","6","Tiền vệ",MF,"Ngô Xuân Toàn","10-02-1993","HAT","Hồng Lĩnh Hà Tĩnh","168","68","0","0","0","0"
"HAT-7","7","Tiền vệ",MF,"Đinh Thanh Trung","24-01-1988","HAT","Hồng Lĩnh Hà Tĩnh","168","65","0","0","0","0"
"HAT-8","8","Tiền vệ",MF,"Trần Phi Hà","06-01-1996","HAT","Hồng Lĩnh Hà Tĩnh","170","72","0","0","0","0"
"HAT-9","9","Tiền đạo",ST,"Paollo Madeira Oliveira","08-07-1996","HAT","Hồng Lĩnh Hà Tĩnh","189","85","1","0","0","0"
"HAT-10","10","Tiền vệ",MF,"Trần Phi Sơn","14-03-1992","HAT","Hồng Lĩnh Hà Tĩnh","168","70","0","0","0","0"
"HAT-11","11","Tiền vệ",MF,"Nguyễn Văn Hiệp","08-04-1994","HAT","Hồng Lĩnh Hà Tĩnh","171","64","0","0","1","0"
"HAT-14","14","Tiền vệ",MF,"Đào Nhật Minh","27-04-1992","HAT","Hồng Lĩnh Hà Tĩnh","173","68","0","0","0","0"
"HAT-15","15","Hậu vệ",DF,"Trương Trọng Sáng","29-04-1993","HAT","Hồng Lĩnh Hà Tĩnh","183","78","0","0","0","0"
"HAT-16","16","Tiền vệ",MF,"Phạm Văn Long","09-01-1997","HAT","Hồng Lĩnh Hà Tĩnh","170","65","0","0","0","0"
"HAT-17","17","Hậu vệ",DF,"Đào Văn Nam","10-05-1996","HAT","Hồng Lĩnh Hà Tĩnh","181","68","0","0","0","0"
"HAT-18","18","Hậu vệ",DF,"Trịnh Đức Lợi","22-08-1994","HAT","Hồng Lĩnh Hà Tĩnh","181","75","0","0","0","0"
"HAT-19","19","Tiền vệ",MF,"Nguyễn Văn Đức","13-01-1996","HAT","Hồng Lĩnh Hà Tĩnh","168","65","0","0","1","0"
"HAT-20","20","Hậu vệ",DF,"Nguyễn Xuân Hùng","01-02-1991","HAT","Hồng Lĩnh Hà Tĩnh","173","69","0","0","0","0"
"HAT-21","21","Hậu vệ",DF,"Nguyễn Văn Huy","10-07-1998","HAT","Hồng Lĩnh Hà Tĩnh","166","66","0","0","0","0"
"HAT-23","23","Thủ môn",GK,"Phan Đình Vũ Hải","06-06-1994","HAT","Hồng Lĩnh Hà Tĩnh","183","80","0","0","0","0"
"HAT-24","24","Thủ môn",GK,"Dương Tùng Lâm","22-05-1999","HAT","Hồng Lĩnh Hà Tĩnh","180","75","0","0","0","0"
"HAT-25","25","Thủ môn",GK,"Dương Quang Tuấn","20-06-1996","HAT","Hồng Lĩnh Hà Tĩnh","175","71","0","0","0","0"
"HAT-27","27","Tiền vệ",MF,"Giang Trần Quách Tân","08-03-1992","HAT","Hồng Lĩnh Hà Tĩnh","175","60","0","0","0","0"
"HAT-37","37","Tiền vệ",MF,"Trần Văn Công","15-02-1999","HAT","Hồng Lĩnh Hà Tĩnh","176","70","0","0","0","0"
"HAT-67","67","Tiền đạo",ST,"Mohammed Abdul Basit","10-12-1996","HAT","Hồng Lĩnh Hà Tĩnh","178","70","0","0","1","0"
"HAT-77","77","Tiền đạo",ST,"Suraka Zakaria",,"HAT","Hồng Lĩnh Hà Tĩnh","178","75","0","0","1","0"
"HAT-88","88","Tiền vệ",MF,"Nguyễn Trung Học","03-03-1998","HAT","Hồng Lĩnh Hà Tĩnh","172","64","0","0","1","0"
"HAT-97","97","Hậu vệ",DF,"Nguyễn Văn Hạnh","04-04-1998","HAT","Hồng Lĩnh Hà Tĩnh","179","74","0","0","1","0"
"NAD-2","2","Hậu vệ",DF,"Đinh Viết Tú","16-08-1992","NAD","Nam Định","180","78","0","0","1","0"
"NAD-3","3","Hậu vệ",DF,"Phạm Mạnh Hùng","03-03-1993","NAD","Nam Định","173","75","0","0","0","0"
"NAD-5","5","Tiền vệ",MF,"Trần Đăng Đức Anh","15-06-2001","NAD","Nam Định","173","68","0","0","0","0"
"NAD-7","7","Hậu vệ",DF,"Phạm Minh Nghĩa","25-09-1998","NAD","Nam Định","178","71","0","0","0","0"
"NAD-8","8","Tiền vệ",MF,"Nguyễn Đình Sơn","05-05-2001","NAD","Nam Định","174","66","0","0","0","0"
"NAD-9","9","Hậu vệ",DF,"Hoàng Xuân Tân","22-02-2001","NAD","Nam Định","174","66","0","0","0","0"
"NAD-10","10","Tiền vệ",MF,"Trần Mạnh Hùng","17-03-1997","NAD","Nam Định","165","56","0","0","1","0"
"NAD-11","11","Tiền đạo",ST,"Rodrigo Da Silva Dias","26-01-1994","NAD","Nam Định","190","85","0","0","0","0"
"NAD-12","12","Hậu vệ",DF,"Đinh Văn Trường","22-10-1996","NAD","Nam Định","165","55","0","0","0","0"
"NAD-14","14","Tiền vệ",MF,"Marcio de Oliveira Marques","14-04-1995","NAD","Nam Định","175","70","0","1","0","0"
"NAD-16","16","Tiền vệ",MF,"Nguyễn Đình Mạnh","25-04-1998","NAD","Nam Định","174","58","0","0","1","0"
"NAD-17","17","Tiền vệ",MF,"Phan Thế Hưng","21-10-2002","NAD","Nam Định","173","62","0","0","0","0"
"NAD-18","18","Tiền vệ",MF,"Đoàn Thanh Trường","03-11-2000","NAD","Nam Định","170","61","0","0","0","0"
"NAD-19","19","Tiền vệ",MF,"Nguyễn Hữu Định","10-03-1991","NAD","Nam Định","170","67","0","0","0","0"
"NAD-22","22","Thủ môn",GK,"Hồ Văn Tú","22-04-1995","NAD","Nam Định","177","72","0","0","0","0"
"NAD-23","23","Tiền vệ",MF,"Phan Văn Hiếu","23-08-2000","NAD","Nam Định","174","65","0","0","0","0"
"NAD-25","25","Tiền vệ",MF,"Đoàn Văn Nam","08-03-2002","NAD","Nam Định","172","60","0","0","0","0"
"NAD-27","27","Tiền đạo",ST,"Trần Ngọc Sơn","27-01-2003","NAD","Nam Định","175","60","0","0","0","0"
"NAD-28","28","Thủ môn",GK,"Lê Vũ Phong","23-10-2001","NAD","Nam Định","181","58","0","0","0","0"
"NAD-30","30","Tiền vệ",MF,"Vũ Thế Vương","03-01-1994","NAD","Nam Định","156","50","0","0","0","0"
